name,city,state,county,phone,address,licences,capacity,licensedBy,outOfState,source
Gold-Eagle Cooperative,Eagle Grove,IA,,515-448-4775,,,,,,barchart
Gold-Eagle Cooperative,Eagle Grove,IA,,N/A,,,,,,barchart
Gold-Eagle Cooperative,Galt,IA,,N/A,,,,,,barchart
Gold-Eagle Cooperative,Goldfield,IA,,515-825-3161,,,,,,barchart
Gold-Eagle Cooperative,Hardy,IA,,515-824-3221,,,,,,barchart
Gold-Eagle Cooperative,Leland,IA,,(641) 567-3010,,,,,,barchart
Gold-Eagle Cooperative,Mason City,IA,,N/A,,,,,,barchart
Gold-Eagle Cooperative,Renwick,IA,,515-824-3214,,,,,,barchart
Gold-Eagle Cooperative,Thompson,IA,,(641) 584-2024,,,,,,barchart
Gold-Eagle Cooperative,Thor,IA,,515-378-3314,,,,,,barchart
Golden Grain Energy,Mason City,IA,,1-888-443-2676,,,,,,barchart
"Golden Grain Energy, LLC",Mason City,IA,Cerro Gordo,641-423-8525,,dealer,,,,registry-ia
"Grain Craft, LLC",Red Oak,IA,Montgomery,423-424-7700,,dealer,,,,registry-ia
Grain Processing Corporation,Muscatine,IA,Muscatine,563-264-4211,,dealer,,,,registry-ia
Green Plains,Shenandoah,IA,,712.246.2932,,,,,,barchart
Green Plains Grain Company LLC,Superior,IA,Dickinson,402-315-1640,,dealer,,,,registry-ia
H & S Feed and Country Store Inc. d/b/a Diamond Trail Feed,Lynnville,IA,Jasper,641-527-2400,,warehouse+dealer,,,,registry-ia
"Hartog Elevator, Inc.",Sanborn,IA,O'Brien,712-729-3359,,warehouse+dealer,,,,registry-ia
HAWKEYE COMMODITIES COMPANY,GRIMES,IA,,,,dealer+warehouse,,,,registry-sd
Heartland Co-op,Clive,IA,Polk,515-343-5954,,warehouse+dealer,,,,registry-ia
Heartland Co-op,West Des Moines,IA,Polk,515-225-1334,,warehouse,,,,registry-ia
Heartland Coop,Alleman,IA,,515-383-4345,,,,,,barchart
Heartland Coop,Booneville,IA,,515-996-2295,,,,,,barchart
Heartland Coop,Brooklyn,IA,,641-522-7521,,,,,,barchart
Heartland Coop,Cambridge,IA,,515-383-4345,,,,,,barchart
Heartland Coop,Carlisle,IA,,515-266-4215,,,,,,barchart
Heartland Coop,Colo,IA,,641-377-2253,,,,,,barchart
Heartland Coop,Council Bluffs,IA,,712-325-2700,,,,,,barchart
Heartland Coop,Dallas Center,IA,,515-992-3767,,,,,,barchart
Heartland Coop,Dexter,IA,,515-789-4230,,,,,,barchart
Heartland Coop,Earlham,IA,,515-758-2221,,,,,,barchart
Heartland Coop,Earlham,IA,,515-758-2221,,,,,,barchart
Heartland Coop,Elberon,IA,,319-439-5382,,,,,,barchart
Heartland Coop,Gilman,IA,,800-542-7887,,,,,,barchart
Heartland Coop,Grundy Center,IA,,319-824-5466,,,,,,barchart
Heartland Coop,Henderson,IA,,712-825-3561,,,,,,barchart
Heartland Coop,Hudson,IA,,(319) 988-3880,,,,,,barchart
Heartland Coop,Indianola,IA,,515-961-2505,,,,,,barchart
Heartland Coop,Jewell,IA,,515-827-5431,,,,,,barchart
Heartland Coop,Kellogg,IA,,641-526-8236,,,,,,barchart
Heartland Coop,Lincoln,IA,,N/A,,,,,,barchart
Heartland Coop,Little Sioux,IA,,712.649.2281,,,,,,barchart
Heartland Coop,Luther,IA,,515-795-2386,,,,,,barchart
Heartland Coop,Madrid,IA,,515-438-2100,,,,,,barchart
Heartland Coop,Malcom,IA,,641-528-2535,,,,,,barchart
Heartland Coop,Marengo,IA,,319- 642-5538,,,,,,barchart
Heartland Coop,Melbourne,IA,,641-482-3206,,,,,,barchart
Heartland Coop,Minburn,IA,,515-677-2256,,,,,,barchart
Heartland Coop,Mingo,IA,,641-363-4250,,,,,,barchart
Heartland Coop,Missouri Valley,IA,,712-642-3737,,,,,,barchart
Heartland Coop,Mitchellville,IA,,515.967.4288,,,,,,barchart
Heartland Coop,Modale,IA,, 712-645-2081,,,,,,barchart
Heartland Coop,Modamin,IA,,712-646-2411,,,,,,barchart
Heartland Coop,Monroe,IA,,641.259.2157,,,,,,barchart
Heartland Coop,Newton,IA,,641-792-5169,,,,,,barchart
Heartland Coop,Prairie City,IA,,+1 515-994-2651,,,,,,barchart
Heartland Coop,Randall,IA,,515-328-2315,,,,,,barchart
Heartland Coop,Randolph,IA,,712.625.3111,,,,,,barchart
Heartland Coop,Redfield,IA,,N/A,,,,,,barchart
Heartland Coop,Reinbeck,IA,,319.788.6831,,,,,,barchart
Heartland Coop,Slater,IA,,N/A,,,,,,barchart
Heartland Coop,Stanhope,IA,,515.826.3226,,,,,,barchart
Heartland Coop,Traer,IA,,888-243-2149,,,,,,barchart
Heartland Coop,Victor,IA,,319--647-3222,,,,,,barchart
Heartland Coop,Washburn,IA,,319.296.1392,,,,,,barchart
Heartland Coop,Waukee,IA,,515-987-4511,,,,,,barchart
Heartland Coop,Winterset,IA,,515.462.4611,,,,,,barchart
Heartland Coop,Woodbine,IA,,712.647.2511,,,,,,barchart
Heartland Coop,Woodward,IA,,515-438-2100,,,,,,barchart
"Hedrick Elevator, Incorporated",Hedrick,IA,Keokuk,641-653-2315,,warehouse,,,,registry-ia
Hillsdale Elevator,Clinton,IA,,563-242-1121,,,,,,barchart
"Hillshire Grain Services, LLC",Storm Lake,IA,Buena Vista,479-871-3014,,dealer,,,,registry-ia
Homeland Energy Solutions, Lawler,IA,,563-238-5555,,,,,,barchart
"Homeland Energy Solutions, LLC",Lawler,IA,Chickasaw,563-238-5555,,dealer,,,,registry-ia
"Hopkinton Feed & Grain, Inc.",Hopkinton,IA,Delaware,563-213-3309,,dealer,,,,registry-ia
"Hoskin Elevator, Inc.",Bloomfield,IA,Davis,641-929-3568,,warehouse+dealer,,,,registry-ia
Hull Co-op Association,Hull,IA,,712-439-1140,,,,,,barchart
Hull Cooperative Association,Hull,IA,Sioux,712-439-2831,,dealer,,,,registry-ia
Hull Feed & Produce Inc.,Hull,IA,Sioux,712-439-1851,,dealer,,,,registry-ia
"Hull Feed & Produce, Inc",Hull,IA,,712-439-1851,,,,,,barchart
Idlenot Farms,Larchwood,IA,,712-477-2021,,,,,,barchart
Ingredion Incorporated,Cedar Rapids,IA,Linn,319-298-3021,,dealer,,,,registry-ia
Innovative Ag Services,Ackley,IA,,641-847-2911,,,,,,barchart
Innovative Ag Services,Ackley,IA,,641-847-3566,,,,,,barchart
Innovative Ag Services,Alden,IA,,515-859-3346,,,,,,barchart
Innovative Ag Services,Aplington,IA,,(319) 347-6601,,,,,,barchart
Innovative Ag Services,Cedar Rapids,IA,,319-465-6896,,,,,,barchart
Innovative Ag Services,Central City,IA,,319-438-6194,,,,,,barchart
Innovative Ag Services,Central City,IA,,3194386194,,,,,,barchart
Innovative Ag Services,Clayton,IA,,319-465-6896,,,,,,barchart
Innovative Ag Services,Clinton,IA,,319-465-6896,,,,,,barchart
Innovative Ag Services,Des Moines,IA,,319-465-6896,,,,,,barchart
Innovative Ag Services,Dubuque,IA,,319-465-6896,,,,,,barchart
Innovative Ag Services,Eagle Grove,IA,,319-465-6896,,,,,,barchart
Innovative Ag Services,Elkader,IA,,563-245-1230,,,,,,barchart
Innovative Ag Services,Ellsworth,IA,,515-836-4411,,,,,,barchart
Innovative Ag Services,Elma,IA,,641-393-2260,,,,,,barchart
Innovative Ag Services,Fairbank,IA,,319-465-6896,,,,,,barchart
Innovative Ag Services,Farley,IA,,563-744-3337,,,,,,barchart
Innovative Ag Services,Garden City,IA,,515-893-2252,,,,,,barchart
Innovative Ag Services,Hubbard,IA,,641-864-2266,,,,,,barchart
Innovative Ag Services,Independence,IA,,319-334-2581,,,,,,barchart
Innovative Ag Services,Iowa Falls,IA,,641-648-2017,,,,,,barchart
Innovative Ag Services,Iowa Falls,IA,,641-648-5020,,,,,,barchart
Innovative Ag Services,Iowa Falls,IA,,(641) 630-1599,,,,,,barchart
Innovative Ag Services,Iowa Falls ,IA,,N/A,,,,,,barchart
Innovative Ag Services,Lawler,IA,,319-465-6896,,,,,,barchart
Innovative Ag Services,Manchester,IA,,563-927-3012,,,,,,barchart
Innovative Ag Services,Mason City,IA,,6414234733,,,,,,barchart
Innovative Ag Services,Masonville,IA,,5639275040,,,,,,barchart
Innovative Ag Services,McGregor,IA,,319-465-6896,,,,,,barchart
Innovative Ag Services,Monona,IA,,563-539-2001,,,,,,barchart
Innovative Ag Services,Monticello,IA,,319-465-3501,,,,,,barchart
Innovative Ag Services,New Providence,IA,,641-497-5291,,,,,,barchart
Innovative Ag Services,Oran,IA,,319-638-7551,,,,,,barchart
Innovative Ag Services,Shell Rock,IA,,N/A,,,,,,barchart
Innovative Ag Services,Shell Rock,IA,,319-465-6896,,,,,,barchart
Innovative Ag Services,Steamboat Rock,IA,,319-465-6896,,,,,,barchart
Innovative Ag Services,Union,IA,,641-486-5314,,,,,,barchart
Innovative Ag Services,Williams,IA,,515-854-2735,,,,,,barchart
Innovative Ag Services Co.,Monticello,IA,Jones,319-465-2022,,dealer,,,,registry-ia
Innovative Ag Services Co.,Monticello,IA,,,2010 S Main St.,dealer+warehouse,,,,registry-wi
Interstate Grain Service,Center Point,IA,Linn,319-849-1157,,warehouse,,,,registry-ia
"Interstate Grain Service, LLC",Cedar Point,IA,Linn,319-849-1157,,warehouse+dealer,,,,registry-ia
"Inwood Hatchery & Feed Store, Inc.",Inwood,IA,Lyon,712-753-4723,,warehouse+dealer,,,,registry-ia
"Iowa Corn Processors, L.C.",Glidden,IA,Carroll,712-659-2111,,dealer,,,,registry-ia
"JBS Live Pork, LLC",Fremont,IA,Keokuk,641-954-3237,,warehouse+dealer,,,,registry-ia
Juhl Feed Store,Dana,IA,Greene,515-738-5121,,dealer,,,,registry-ia
"Juhl Feed, Inc.",Dana,IA,,515-738-5121,,,,,,barchart
"Kat's Grain, Inc.",Washington,IA,Washington,319-653-3520,,dealer,,,,registry-ia
"Kay Farms Elevator, Inc.",Wheatland,IA,Clinton,563-374-1283,,warehouse+dealer,,,,registry-ia
"Ken's Feed Store, Inc.",Sutherland,IA,O'Brien,712-446-2255,,warehouse,,,,registry-ia
Kent Corporation,Sheldon,IA,Sioux,712-631-7210,,warehouse+dealer,,,,registry-ia
Key Cooperative,Roland,IA,Story,515-388-4341,,dealer,,,,registry-ia
Key Cooperative,Ackney,IA,,N/A,,,,,,barchart
Key Cooperative,Cedar Rapids,IA,,N/A,,,,,,barchart
Key Cooperative,Des Moines,IA,,N/A,,,,,,barchart
Key Cooperative,Gilbert,IA,,515-232-6515,,,,,,barchart
Key Cooperative,Grinnell,IA,,641-236-6591,,,,,,barchart
Key Cooperative,Grinnell,IA,,N/A,,,,,,barchart
Key Cooperative,Iowa Falls,IA,,641-630-1599,,,,,,barchart
Key Cooperative,Iowa Falls,IA,,N/A,,,,,,barchart
Key Cooperative,Jewell,IA,,N/A,,,,,,barchart
Key Cooperative,Kelley,IA,,515-769-2244,,,,,,barchart
Key Cooperative,Marshalltown,IA,, 641-479-2800,,,,,,barchart
Key Cooperative,Nevada,IA,,N/A,,,,,,barchart
Key Cooperative,Nevada,IA,,515-382-5461,,,,,,barchart
Key Cooperative,Nevada,IA,,N/A,,,,,,barchart
Key Cooperative,Newton,IA,,641-791-0740,,,,,,barchart
Key Cooperative,Newton,IA,,641-792-1940,,,,,,barchart
Key Cooperative,Parkersburg,IA,,N/A,,,,,,barchart
Key Cooperative,Roland,IA,,515-388-4341,,,,,,barchart
Key Cooperative,St. Anthony,IA,,641-477-8244,,,,,,barchart
Key Cooperative,Story City,IA,,515-733-4358,,,,,,barchart
Key Cooperative,Sully,IA,,641-594-4115,,,,,,barchart
Key Cooperative,Zearing,IA,,641-487-7641,,,,,,barchart
"Kile Feed & Grain, Inc.",Nichols,IA,Muscatine,319-723-4337,,warehouse,,,,registry-ia
"Killduff Feed & Grain, Inc.",Killduff,IA,Jasper,641-798-4421,,warehouse+dealer,,,,registry-ia
Klostermann Bros,Earlville,IA,,563-875-2446,,,,,,barchart
"Klostermann Bros., Inc.",Earlville,IA,Delaware,563-875-2446,,warehouse,,,,registry-ia
"Koster Grain, Inc.",Maple River Junction,IA,Carroll,712-792-5424,,warehouse+dealer,,,,registry-ia
"Kroeger Grain, LLC",Lidderdale,IA,Carroll,712-830-0475,,dealer,,,,registry-ia
Kruseman Fertilizer Company,Sully,IA,Jasper,641-594-3740,,warehouse,,,,registry-ia
"L & S Ag Center, Inc.",Worthington,IA,Dubuque,563-855-2255,,warehouse+dealer,,,,registry-ia
Landus Cooperative,Des Moines,IA,Polk,515-890-1757,,dealer,,,,registry-ia
Landus Cooperative,Des Moines,IA,Polk,(515) 971-4414,220 SW 9th StreetSuite 300,dealer+warehouse,,,,registry-mo
Landus Cooperative, Mitchellville,IA,,(515) 967-4288,,,,,,barchart
Landus Cooperative,Aredale,IA,,641-894-3435,,,,,,barchart
Landus Cooperative,Atlantic,IA,,(712) 243-6568,,,,,,barchart
Landus Cooperative,Bayard,IA,,712-651-2081,,,,,,barchart
Landus Cooperative,Beaver,IA,,515-275-2525,,,,,,barchart
Landus Cooperative,Boone,IA,,515-432-4563,,,,,,barchart
Landus Cooperative,Boxholm,IA,,515-846-6201,,,,,,barchart
Landus Cooperative,Bradford,IA,,641-648-6704,,,,,,barchart
Landus Cooperative,Churdan,IA,,515-389-3116,,,,,,barchart
Landus Cooperative,Clarksville,IA,,7122436568,,,,,,barchart
Landus Cooperative,Collins,IA,,641-385-2364,,,,,,barchart
Landus Cooperative,Dawson,IA,,515-428-8334,,,,,,barchart
Landus Cooperative,Dayton,IA,,515-547-2813,,,,,,barchart
Landus Cooperative,Farnhamville,IA,,515-544-3213,,,,,,barchart
Landus Cooperative,Gowrie,IA,,515-352-3867,,,,,,barchart
Landus Cooperative,Greene,IA,,641-823-4163,,,,,,barchart
Landus Cooperative,Grundy Center,IA,,(515) 800-4769,,,,,,barchart
Landus Cooperative,Jefferson,IA,,515-386-4144,,,,,,barchart
Landus Cooperative,Latimer,IA,,641-579-6451,,,,,,barchart
Landus Cooperative,Manilla,IA,,712-654-2012,,,,,,barchart
Landus Cooperative,New Hartford,IA,,319-983-2259,,,,,,barchart
Landus Cooperative,Panora,IA,,(641) 755-2114,,,,,,barchart
Landus Cooperative,Paton,IA,,515-846-6201,,,,,,barchart
Landus Cooperative,Plainfield,IA,,319-276-4462,,,,,,barchart
Landus Cooperative,Pleasant Hill,IA,,515-263-9813,,,,,,barchart
Landus Cooperative,Rake,IA,,641-566-3351,,,,,,barchart
Landus Cooperative,Ralston,IA,,712-667-3200,,,,,,barchart
Landus Cooperative,Rippey,IA,,(515) 436-7411,,,,,,barchart
Landus Cooperative,Rockwell City,IA,,712-297-7511,,,,,,barchart
Landus Cooperative,Somers,IA,,515-467-5511,,,,,,barchart
Landus Cooperative,Waverly,IA,,N/A,,,,,,barchart
Landus Cooperative,Wellsburg,IA,,(515) 800-4769,,,,,,barchart
Landus Cooperative,Yale,IA,,641-439-2243,,,,,,barchart
"LANDUS COOPERATIVE, INC.",DES MOINES,IA,,,,dealer,"241,000",,,registry-ne
"Le Mars Agri-Center, Inc.",Le Mars,IA,Plymouth,712-546-4133,,warehouse+dealer,,,,registry-ia
LeMars Agri Center,Le Mars,IA,,712-546-4127,,,,,,barchart
Lester Feed & Grain,Lester ,IA,,712-478-4440,,,,,,barchart
Lester Feed & Grain Co.,Lester,IA,Lyon,712-478-4660,,warehouse+dealer,,,,registry-ia
Lincolnway Energy LLC,Nevada,IA,,(515) 232-1010,,,,,,barchart
"Lincolnway Energy, LLC",Nevada,IA,Story,515-232-1010,,dealer,,,,registry-ia
Linn Coop Oil Company,Alburnett,IA,,800-383-3913,,,,,,barchart
Linn Coop Oil Company,Cedar Rapids,IA,,800-728-4881,,,,,,barchart
Linn Coop Oil Company,Cedar Rapids,IA,,800-728-4881,,,,,,barchart
Linn Coop Oil Company,Cedar Rapids,IA,,800-728-4881,,,,,,barchart
Linn Cooperative Oil Company,Alburnett,IA,Linn,319-842-2222,,warehouse+dealer,,,,registry-ia
Linn Cooperative Oil Company,Newhall,IA,Benton,319-531-7001,,dealer,,,,registry-ia
Little Cedar Cooperative Elevator,Little Cedar,IA,Mitchell,641-983-4418,,warehouse+dealer,,,,registry-ia
Little Sioux Corn Processors,Marcus,IA,Cherokee,712-376-2800,,dealer,,,,registry-ia
"Lloyd Kelchen Grain, Ltd.",Edgewood,IA,Delaware,563-928-6907,,warehouse+dealer,,,,registry-ia
Louis Dreyfus - Grand Junction,Grand Junction,IA,,515-738-2800,,,,,,barchart
Maquoketa Feeds,Maquoketa,IA,Jackson,563-652-4981,,warehouse+dealer,,,,registry-ia
MaxYield Cooperative,West Bend,IA,Palo Alto,515-200-5115,,warehouse,,,,registry-ia
"MB Grain LLC, d.b.a Smithfield Grain",Davis City,IA,Decatur,515-291-2575,,warehouse,,,,registry-ia
"MB Grain LLC, Smithfield Grain",Algona,IA,Kossuth,910-293-3434,,dealer,,,,registry-ia
"MB Grain LLC, Smithfield Grain",Allerton,IA,Wayne,910-284-0760,,dealer,,,,registry-ia
"McCormick Ag Exchange, LLC",McGregor,IA,Clayton,563-419-9403,,dealer,,,,registry-ia
MFA Agri Services,Lineville,IA,Wayne,641-876-2373,,dealer,,,,registry-ia
Mid-Iowa Cooperative,Conrad,IA,Grundy,641-366-2740,,dealer,,,,registry-ia
Mid-Iowa Cooperative,Beaman,IA,,641-366-3236 ,,,,,,barchart
Mid-Iowa Cooperative,Buckeye,IA,,515-855-4141,,,,,,barchart
Mid-Iowa Cooperative,Cedar Falls,IA,,N/A,,,,,,barchart
Mid-Iowa Cooperative,Cedar Rapids,IA,,N/A,,,,,,barchart
Mid-Iowa Cooperative,Cedar Rapids,IA,,8002471323,,,,,,barchart
Mid-Iowa Cooperative,Conrad,IA,,641-366-2740 ,,,,,,barchart
Mid-Iowa Cooperative,Des Moines,IA,,5152633250,,,,,,barchart
Mid-Iowa Cooperative,Earlville,IA,,5638752446,,,,,,barchart
Mid-Iowa Cooperative,Edgewood,IA,,563-928-6405,,,,,,barchart
Mid-Iowa Cooperative,Fairbank,IA,,3193260600,,,,,,barchart
Mid-Iowa Cooperative,Green Mountain,IA,,641-474-2293,,,,,,barchart
Mid-Iowa Cooperative,Haverhill,IA,,641-475-3221,,,,,,barchart
Mid-Iowa Cooperative,Holland,IA,,319-824-5000,,,,,,barchart
Mid-Iowa Cooperative,Hudson,IA,,319-988-3257,,,,,,barchart
Mid-Iowa Cooperative,Iowa Falls,IA,,6416301599,,,,,,barchart
Mid-Iowa Cooperative,Iowa Falls,IA,,N/A,,,,,,barchart
Mid-Iowa Cooperative,Jesup,IA,,N/A,,,,,,barchart
Mid-Iowa Cooperative,Jewell,IA,,(515) 827-5431,,,,,,barchart
Mid-Iowa Cooperative,LaPorte City,IA,,319-342-3013,,,,,,barchart
Mid-Iowa Cooperative,Liscomb,IA,,641-496-5211,,,,,,barchart
Mid-Iowa Cooperative,Nevada,IA,,N/A,,,,,,barchart
Mid-Iowa Cooperative,Parkersburg,IA,,(319) 346-1954,,,,,,barchart
Mid-Iowa Cooperative,Shell Rock,IA,,3198202600,,,,,,barchart
Mid-Iowa Cooperative,Shell Rock,IA,,3194196329,,,,,,barchart
Mid-Iowa Cooperative,State Center,IA,,6414832239,,,,,,barchart
Mid-Iowa Cooperative,Steamboat Rock,IA,,N/A,,,,,,barchart
Mid-Iowa Cooperative,Toledo,IA,,641-366-2740,,,,,,barchart
Mid-Iowa Cooperative,Waterloo,IA,,N/A,,,,,,barchart
"Mid-State Milling, Inc.",State Center,IA,Marshall,641-483-2239,,warehouse,,,,registry-ia
"Midwest Soya International, Inc.",Mason City,IA,Cerro Gordo,641-424-5669,,warehouse+dealer,,,,registry-ia
"Minerva North Grain and Milling, LLC",Jesup,IA,Buchanan,319-266-1072,,warehouse+dealer,,,,registry-ia
Mogler Farms LLC,Alvord,IA,,712-478-4624,,,,,,barchart
"Mogler Farms, LLC",Alvord,IA,Lyon,712-478-4624,,warehouse+dealer,,,,registry-ia
"Mt. Hamill Elevator and Lumber, Inc.",Mount Hamill,IA,Lee,319-469-2531,,warehouse+dealer,,,,registry-ia
Natural Products Inc.,Grinnell,IA,Poweshiek,641-236-0852,,warehouse,,,,registry-ia
"Nelson Farm Supply, Inc.",Harlan,IA,Shelby,712-755-3115,,warehouse+dealer,,,,registry-ia
"Nelson Grain, Inc.",Marshalltown,IA,Marshall,641-752-5550,,warehouse+dealer,,,,registry-ia
"Nelson Grain, Inc.",Marshalltown ,IA,,641-751-5636,,,,,,barchart
"New Co-operative, Inc.",Fort Dodge,IA,Webster,515-955-2040,,dealer,,,,registry-ia
"NEW Cooperative, Inc.",Badger,IA,,515-545-3145,,,,,,barchart
"NEW Cooperative, Inc.",Barnum,IA,,515-542-3221,,,,,,barchart
"NEW Cooperative, Inc.",Belmond,IA,,515-200-5140,,,,,,barchart
"NEW Cooperative, Inc.",Blairsburg,IA,,515-325-6252,,,,,,barchart
"NEW Cooperative, Inc.",Blencoe,IA,,712-433-2490,,,,,,barchart
"NEW Cooperative, Inc.",Churdan,IA,,712-216-8300,,,,,,barchart
"NEW Cooperative, Inc.",Clare,IA,,515-546-4265,,,,,,barchart
"NEW Cooperative, Inc.",Dows,IA,,515-852-4136,,,,,,barchart
"NEW Cooperative, Inc.",Duncombe,IA,,515-543-4245,,,,,,barchart
"NEW Cooperative, Inc.",Essex,IA,,712-481-2010,,,,,,barchart
"NEW Cooperative, Inc.",Glidden,IA,,712-659-2227,,,,,,barchart
"NEW Cooperative, Inc.",Harcourt,IA,,515-879-2711,,,,,,barchart
"NEW Cooperative, Inc.",Humboldt,IA,,515-332-3374,,,,,,barchart
"NEW Cooperative, Inc.",Jefferson,IA,,515-386-3239,,,,,,barchart
"NEW Cooperative, Inc.",Knierim,IA,,515-463-2331,,,,,,barchart
"NEW Cooperative, Inc.",Lanesboro,IA,,712-656-2225,,,,,,barchart
"NEW Cooperative, Inc.",Lohrville,IA,,712-465-3145,,,,,,barchart
"NEW Cooperative, Inc.",Moorland,IA,,515-549-3316,,,,,,barchart
"NEW Cooperative, Inc.",Onawa,IA,,712-433-1575,,,,,,barchart
"NEW Cooperative, Inc.",Otho,IA,,515-972-4471,,,,,,barchart
"NEW Cooperative, Inc.",Red Oak,IA,,712-623-5453,,,,,,barchart
"NEW Cooperative, Inc.",Rockwell City,IA,,712-297-7579,,,,,,barchart
"NEW Cooperative, Inc.",Rowan,IA,,641-853-2201,,,,,,barchart
"NEW Cooperative, Inc.",Ute,IA,,712-885-2249,,,,,,barchart
"NEW Cooperative, Inc.",Villisca,IA,,712-414-0120,,,,,,barchart
"NEW Cooperative, Inc.",Villisca,IA,,712-414-0305,,,,,,barchart
"NEW Cooperative, Inc.",Vincent,IA,,515-356-4185,,,,,,barchart
"NEW Cooperative, Inc.",Woolstock,IA,,515-839-5531,,,,,,barchart
"New Fashion Pork, LLP",Estherville,IA,Emmet,507-847-4610,,warehouse+dealer,,,,registry-ia
New Vision Coop,Ashton,IA,,(712) 724-6604,,,,,,barchart
New Vision Coop,Sheldon,IA,,(712) 324-2531,,,,,,barchart
Nexus Cooperative,Charles City,IA,Floyd,641-715-1203,,dealer,,,,registry-ia
Nexus Cooperative,Carpenter,IA,,641-324-1196,,,,,,barchart
Nexus Cooperative,Chapin,IA,,641-892-4425,,,,,,barchart
Nexus Cooperative,Charles City,IA,,641-715-1203,,,,,,barchart
Nexus Cooperative,Charles City,IA,,641-715-1203,,,,,,barchart
Nexus Cooperative,Charles City,IA,,641-715-1203,,,,,,barchart
Nexus Cooperative,Dewar,IA,,319-234-1392,,,,,,barchart
Nexus Cooperative,Elgin,IA,,563-426-5566 ,,,,,,barchart
Nexus Cooperative,Harlan,IA,,641-715-1206,,,,,,barchart
Nexus Cooperative,Marble Rock,IA,,641-315-2515,,,,,,barchart
Nexus Cooperative,Mason City,IA,,641-423-8500,,,,,,barchart
Nexus Cooperative,Northwood,IA,,641-324-2753,,,,,,barchart
Nexus Cooperative,Oelwein,IA,,563-637-2285,,,,,,barchart
Nexus Cooperative,Rockford,IA,,641-756-3611,,,,,,barchart
Nexus Cooperative,Rudd,IA,,641-395-2274,,,,,,barchart
Nexus Cooperative,Shell Rock,IA,,(319) 820-2600,,,,,,barchart
Nexus Cooperative,Stacyville,IA,,641-710-2348,,,,,,barchart
Nexus Cooperative,Sumner,IA,,563-578-3214,,,,,,barchart
Nexus Cooperative,Toeterville,IA,,641-713-4598,,,,,,barchart
NFO MEMBERS GRAIN INC NFORGANICS,AMES,IA,,,,dealer+warehouse,,,,registry-sd
"NFO Members Grain, Inc.",Ames,IA,,,PO Box 2508,dealer+warehouse,,,,registry-wi
"Nichols Agriservice, L.L.C.",Nichols,IA,Muscatine,319-723-4221,,warehouse+dealer,,,,registry-ia
Nicholson and Edwards Grain Company,Primghar,IA,O'Brien,712-957-2415,,dealer,,,,registry-ia
"Nodaway Elevator, Inc.",Nodaway,IA,Adams,712-785-3271,,dealer,,,,registry-ia
North Iowa Cooperative,CLEAR LAKE,IA,,(641) 357-5274,,,,,,barchart
North Iowa Cooperative,Mason City,IA,,(641) 423-5311,,,,,,barchart
North Iowa Cooperative,Plymouth,IA,,(641) 423-5311,,,,,,barchart
North Iowa Cooperative,Thornton,IA,,(641) 998-2711,,,,,,barchart
North Iowa Cooperative Elevator,Thornton,IA,Cerro Gordo,641-998-2711,,warehouse+dealer,,,,registry-ia
"Nutrition Service Co., LLC.",Riceville,IA,,641-985-4255,,,,,,barchart
"Omaha Grain Exchange, LLC",Omaha,IA,Douglas,515-295-3924,,dealer,,,,registry-ia
Osage Co-op Elevator,Osage,IA,,641-732-3768,,,,,,barchart
Osage Cooperative Elevator,Osage,IA,Mitchell,641-732-3768,,warehouse+dealer,,,,registry-ia
"Ozinga Feed Service, Inc.",Oskaloosa,IA,Mahaska,641-673-8863,,warehouse+dealer,,,,registry-ia
"Pella Feed Service, Inc.",Pella,IA,Marion,641-628-2209,,warehouse+dealer,,,,registry-ia
"Petersburg Feed Mill, Inc.",Petersburg,IA,Delaware,563-875-2431,,warehouse+dealer,,,,registry-ia
"Plains Salvage, Inc.",Lowden,IA,,,717 Union Ave.,dealer+warehouse,,,,registry-wi
"Platinum Crush, LLC",Alta,IA,Buena Vista,712-213-4000,,dealer,,,,registry-ia
"Plymouth Energy Grain, LLC",Merrill,IA,Plymouth,605-670-0534,,dealer,,,,registry-ia
POET Biorefining,Ashton,IA,,712-724-6604,,,,,,barchart
